,station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
12948,PM8,Port Shelter,2017-07-20,1.0,6.1,8.3,23.1,0.7,30.0,5.3,0.14,Bottom Water,0.5,2.1,7.8,34.1,1.9,23.6,8.0,0.21,22.31946667,114.3124167,20,-6.399999999999999
12949,PM8,Port Shelter,2017-08-24,0.4,5.1,8.3,33.8,2.4,26.1,8.8,0.04,Bottom Water,1.5,4.3,8.2,34.3,5.0,24.4,18.0,0.05,22.31946667,114.3124167,20,-1.7000000000000028
12950,PM8,Port Shelter,2017-09-22,1.1,7.0,8.1,30.2,0.6,30.5,7.6,0.01,Bottom Water,0.2,2.6,7.7,32.5,1.1,28.1,2.0,0.05,22.31946667,114.3124167,20,-2.3999999999999986
12959,PM8,Port Shelter,2018-06-14,0.7,6.7,8.2,29.2,1.9,28.3,1.9,0.07,Bottom Water,0.5,4.8,8.1,32.0,1.3,28.4,1.8,0.09,22.31946667,114.3124167,20,0.09999999999999787
12960,PM8,Port Shelter,2018-07-13,2.8,6.5,8.3,29.7,0.7,29.0,1.1,0.08,Bottom Water,1.4,4.1,8.0,33.8,0.7,24.4,1.8,0.04,22.31946667,114.3124167,20,-4.600000000000001
12961,PM8,Port Shelter,2018-08-20,1.5,6.1,8.2,29.6,0.5,29.6,0.9,0.03,Bottom Water,0.5,3.3,7.9,34.2,2.4,23.2,4.0,0.1,22.31946667,114.3124167,20,-6.400000000000002
12962,PM8,Port Shelter,2018-09-24,2.4,7.5,8.5,30.4,0.3,29.0,1.1,0.01,Bottom Water,0.4,5.2,8.3,33.3,2.5,26.1,4.4,0.07,22.31946667,114.3124167,20,-2.8999999999999986
12971,PM8,Port Shelter,2019-06-26,2.3,5.3,7.8,30.0,0.5,28.5,10.0,0.06,Bottom Water,0.3,3.7,7.5,34.2,1.2,24.4,3.6,0.12,22.31946667,114.3124167,20,-4.100000000000001
12972,PM8,Port Shelter,2019-07-04,4.9,5.7,9.1,21.1,6.9,33.1,2.6,0.15,Bottom Water,0.4,3.3,8.7,27.5,4.1,28.9,1.6,0.07,22.31946667,114.3124167,20,-4.200000000000003
12973,PM8,Port Shelter,2019-08-19,6.3,5.3,8.1,33.0,10.4,26.9,7.4,0.03,Bottom Water,0.6,4.3,8.0,34.6,14.2,22.7,10.0,0.07,22.31946667,114.3124167,20,-4.199999999999999
12974,PM8,Port Shelter,2019-09-09,0.7,5.8,8.3,30.0,1.6,30.7,6.2,0.01,Bottom Water,0.3,3.6,8.1,32.7,2.6,28.1,7.6,0.08,22.31946667,114.3124167,20,-2.599999999999998
12981,PM8,Port Shelter,2020-06-19,1.8,5.7,8.2,30.2,1.5,28.6,7.8,0.13,Bottom Water,0.2,4.0,8.0,34.3,2.6,22.4,8.5,0.1,22.31946667,114.3124167,20,-6.200000000000003
12982,PM8,Port Shelter,2020-07-15,1.0,5.5,8.1,33.3,5.7,29.5,2.6,0.03,Bottom Water,2.5,4.0,8.0,34.4,5.2,21.4,3.2,0.07,22.31946667,114.3124167,20,-8.100000000000001
12983,PM8,Port Shelter,2020-09-28,3.4,5.5,8.0,32.1,2.6,28.8,1.5,0.02,Bottom Water,2.2,5.9,8.0,32.2,2.8,29.0,3.0,0.02,22.31946667,114.3124167,20,0.1999999999999993
12990,PM8,Port Shelter,2021-06-21,0.8,5.0,7.6,33.2,3.2,28.7,1.1,0.05,Bottom Water,1.0,3.5,7.5,34.3,4.5,23.8,1.8,0.05,22.31946667,114.3124167,20,-4.899999999999999
12991,PM8,Port Shelter,2021-07-21,3.3,4.6,7.5,29.3,2.6,28.3,3.2,0.06,Bottom Water,1.0,4.4,7.3,33.2,3.2,27.1,2.9,0.08,22.31946667,114.3124167,20,-1.1999999999999993
12992,PM8,Port Shelter,2021-08-09,1.7,4.7,7.4,32.6,4.1,27.2,1.4,0.03,Bottom Water,2.1,3.1,7.3,34.4,10.8,22.5,4.5,0.08,22.31946667,114.3124167,20,-4.699999999999999
12993,PM8,Port Shelter,2021-09-15,0.8,5.5,8.1,32.2,9.7,30.0,0.8,0.05,Bottom Water,0.8,2.9,7.8,34.4,6.5,22.9,2.8,0.21,22.31946667,114.3124167,20,-7.100000000000001
13001,PM8,Port Shelter,2022-06-01,1.3,6.0,8.0,31.7,5.8,27.8,1.2,0.04,Bottom Water,0.6,5.7,7.9,33.7,7.1,25.3,1.4,0.04,22.31946667,114.3124167,20,-2.5
13002,PM8,Port Shelter,2022-07-25,2.1,5.8,8.2,30.5,10.6,31.6,2.2,0.02,Bottom Water,0.6,3.1,7.8,34.3,8.2,22.4,3.9,0.15,22.31946667,114.3124167,20,-9.200000000000003
13003,PM8,Port Shelter,2022-08-15,1.2,5.6,8.0,28.8,11.9,30.0,1.0,0.03,Bottom Water,0.5,2.4,7.8,33.5,7.2,24.2,2.2,0.15,22.31946667,114.3124167,20,-5.800000000000001
13004,PM8,Port Shelter,2022-09-02,2.5,5.6,7.5,31.1,1.7,29.9,1.8,0.04,Bottom Water,2.8,2.4,7.2,34.1,60.2,23.0,4.2,0.15,22.31946667,114.3124167,20,-6.899999999999999
13012,PM9,Port Shelter,1986-06-19,0.6,5.9,8.4,32.3,0.7,28.5,1.5,0.04,Bottom Water,1.0,2.6,8.3,33.9,1.7,25.2,3.0,0.06,22.34215,114.3366,15,-3.3000000000000007
13013,PM9,Port Shelter,1986-07-17,2.1,6.0,8.3,31.7,1.0,28.2,2.0,0.04,Bottom Water,1.1,4.9,8.2,32.6,2.1,23.7,0.5,0.03,22.34215,114.3366,15,-4.5
13014,PM9,Port Shelter,1986-08-18,0.8,5.4,8.3,28.4,1.7,30.7,1.0,0.03,Bottom Water,0.4,3.3,8.2,29.8,2.0,26.7,0.5,0.02,22.34215,114.3366,15,-4.0
13015,PM9,Port Shelter,1986-09-15,1.7,6.6,8.1,31.9,0.8,30.3,4.5,0.01,Bottom Water,1.0,4.9,8.0,33.5,1.3,28.3,0.5,0.01,22.34215,114.3366,15,-2.0
13024,PM9,Port Shelter,1987-06-02,1.5,6.4,8.2,31.1,0.6,26.9,2.0,0.01,Bottom Water,2.5,4.7,8.1,33.5,0.7,24.1,2.5,0.05,22.34215,114.3366,15,-2.799999999999997
13025,PM9,Port Shelter,1987-07-06,1.5,6.4,7.9,29.1,0.9,29.5,6.0,0.04,Bottom Water,2.3,2.7,7.5,33.9,3.0,23.0,3.0,0.1,22.34215,114.3366,15,-6.5
13026,PM9,Port Shelter,1987-08-13,0.6,6.9,8.3,31.4,1.7,27.0,11.0,0.03,Bottom Water,1.3,3.7,8.3,36.3,2.0,21.7,11.0,0.03,22.34215,114.3366,15,-5.300000000000001
13027,PM9,Port Shelter,1987-09-03,1.5,6.4,8.4,30.3,2.8,28.8,2.0,0.02,Bottom Water,5.0,3.3,8.1,34.3,6.0,21.9,8.0,0.02,22.34215,114.3366,15,-6.900000000000002
13036,PM9,Port Shelter,1988-06-02,3.1,6.1,8.2,33.6,5.0,25.5,0.5,0.01,Bottom Water,3.8,5.5,8.2,33.8,3.5,25.1,1.0,0.01,22.34215,114.3366,15,-0.3999999999999986
13037,PM9,Port Shelter,1988-07-04,1.5,7.2,8.3,32.3,2.2,28.0,1.0,0.03,Bottom Water,1.3,3.5,8.1,34.3,4.2,22.9,4.5,0.04,22.34215,114.3366,15,-5.100000000000001
13038,PM9,Port Shelter,1988-08-04,3.8,6.4,8.4,30.1,3.0,28.7,0.5,0.02,Bottom Water,0.6,4.0,8.3,32.8,2.5,25.0,0.5,0.02,22.34215,114.3366,15,-3.6999999999999993
13039,PM9,Port Shelter,1988-09-05,1.7,6.4,8.4,33.0,3.7,27.5,2.5,0.02,Bottom Water,0.4,3.3,8.1,34.2,3.6,22.1,0.5,0.09,22.34215,114.3366,15,-5.399999999999999
13047,PM9,Port Shelter,1989-06-05,4.1,7.6,8.5,31.8,5.9,23.6,0.5,0.03,Bottom Water,2.2,5.8,8.4,32.1,6.0,22.3,1.0,0.03,22.34215,114.3366,15,-1.3000000000000007
13048,PM9,Port Shelter,1989-07-07,1.7,6.6,8.7,31.9,2.3,30.0,5.0,0.02,Bottom Water,0.5,4.0,8.5,34.1,2.5,22.1,0.5,0.03,22.34215,114.3366,15,-7.899999999999999
13049,PM9,Port Shelter,1989-08-04,0.6,7.4,8.8,32.7,2.0,25.7,0.5,0.03,Bottom Water,1.6,4.1,8.7,34.0,1.9,22.5,1.0,0.04,22.34215,114.3366,15,-3.1999999999999993
13050,PM9,Port Shelter,1989-09-04,4.4,6.7,8.8,32.1,1.9,30.8,0.5,0.03,Bottom Water,5.0,1.8,8.4,33.9,2.0,23.7,2.0,0.13,22.34215,114.3366,15,-7.100000000000001
13059,PM9,Port Shelter,1990-06-08,0.3,8.4,8.6,32.0,1.4,26.4,0.5,0.05,Bottom Water,0.5,5.3,8.6,33.1,3.0,24.3,1.5,0.04,22.34215,114.3366,15,-2.099999999999998
13060,PM9,Port Shelter,1990-07-03,0.8,6.8,8.7,31.8,2.6,28.4,2.0,0.05,Bottom Water,0.8,4.5,8.8,34.5,3.0,22.4,4.5,0.07,22.34215,114.3366,15,-6.0
13061,PM9,Port Shelter,1990-08-03,0.2,6.6,8.4,30.1,1.7,27.8,1.0,0.09,Bottom Water,1.3,5.2,8.4,33.3,6.0,26.5,4.5,0.06,22.34215,114.3366,15,-1.3000000000000007
13062,PM9,Port Shelter,1990-09-03,1.6,7.8,8.5,32.7,1.2,28.5,0.5,0.03,Bottom Water,1.1,7.3,8.5,33.1,1.2,28.2,0.5,0.01,22.34215,114.3366,15,-0.3000000000000007
13070,PM9,Port Shelter,1991-07-01,0.3,6.2,8.3,31.6,0.9,27.3,1.0,0.09,Bottom Water,0.5,3.7,8.0,33.9,6.0,21.8,9.0,0.18,22.34215,114.3366,15,-5.5
13071,PM9,Port Shelter,1991-08-02,0.8,6.4,8.4,31.4,0.8,25.9,0.5,0.09,Bottom Water,1.6,3.3,8.2,33.8,3.1,20.3,1.5,0.16,22.34215,114.3366,15,-5.599999999999998
13072,PM9,Port Shelter,1991-09-02,0.5,7.6,8.5,31.3,1.4,26.7,0.5,0.03,Bottom Water,1.1,3.1,8.2,32.3,1.0,22.8,1.5,0.1,22.34215,114.3366,15,-3.8999999999999986
13080,PM9,Port Shelter,1992-06-03,3.2,7.3,8.2,31.1,1.2,25.7,1.0,0.03,Bottom Water,2.7,4.9,8.2,32.6,2.4,24.4,3.0,0.06,22.34215,114.3366,15,-1.3000000000000007
13081,PM9,Port Shelter,1992-07-31,1.1,6.8,8.2,30.8,1.4,29.9,2.0,0.03,Bottom Water,0.2,3.2,7.8,33.7,2.2,22.7,2.0,0.06,22.34215,114.3366,15,-7.199999999999999
13082,PM9,Port Shelter,1992-08-18,1.1,7.0,7.9,30.7,1.4,28.7,1.5,0.02,Bottom Water,1.6,5.4,7.8,31.6,3.3,27.4,12.0,0.03,22.34215,114.3366,15,-1.3000000000000007
13083,PM9,Port Shelter,1992-09-25,1.6,7.6,8.3,32.3,0.9,29.9,1.0,0.01,Bottom Water,0.5,5.0,8.2,32.9,1.1,28.1,1.0,0.05,22.34215,114.3366,15,-1.7999999999999972
13090,PM9,Port Shelter,1993-06-23,0.3,7.9,8.5,30.8,2.0,27.6,1.5,0.07,Bottom Water,0.4,2.5,8.1,34.5,5.9,22.3,8.0,0.23,22.34215,114.3366,15,-5.300000000000001
13091,PM9,Port Shelter,1993-07-15,1.7,6.3,8.5,23.9,2.5,30.0,1.5,0.19,Bottom Water,1.0,5.8,8.0,35.0,12.5,23.8,2.0,0.22,22.34215,114.3366,15,-6.199999999999999
13092,PM9,Port Shelter,1993-08-11,0.2,7.9,8.4,32.2,1.8,28.0,0.5,0.12,Bottom Water,0.4,2.8,8.1,34.5,3.2,21.3,0.5,0.16,22.34215,114.3366,15,-6.699999999999999
13093,PM9,Port Shelter,1993-09-10,0.6,6.6,8.5,32.2,1.4,28.9,0.5,0.05,Bottom Water,0.3,5.3,8.4,33.5,2.2,27.0,1.5,0.14,22.34215,114.3366,15,-1.8999999999999986
13102,PM9,Port Shelter,1994-06-02,1.4,5.6,8.4,32.1,2.0,27.6,0.5,0.05,Bottom Water,0.5,5.2,8.4,33.2,2.8,26.7,2.1,0.06,22.34215,114.3366,15,-0.9000000000000021
13103,PM9,Port Shelter,1994-07-15,6.9,6.1,8.5,26.6,2.5,28.7,2.7,0.03,Bottom Water,1.1,3.7,7.9,34.2,3.6,23.3,3.9,0.15,22.34215,114.3366,15,-5.399999999999999
13104,PM9,Port Shelter,1994-08-12,5.8,6.5,8.3,27.2,3.0,27.7,1.7,0.06,Bottom Water,4.3,4.2,8.1,34.3,3.9,23.1,1.8,0.08,22.34215,114.3366,15,-4.599999999999998
13105,PM9,Port Shelter,1994-09-07,0.9,6.3,8.1,31.0,2.3,29.7,0.7,0.02,Bottom Water,1.0,5.4,8.1,32.3,2.2,27.5,1.0,0.02,22.34215,114.3366,15,-2.1999999999999993
13114,PM9,Port Shelter,1995-06-07,1.5,5.9,8.1,33.8,0.1,27.8,1.5,0.03,Bottom Water,0.9,6.0,8.1,33.8,0.1,27.7,1.6,0.03,22.34215,114.3366,15,-0.10000000000000142
13115,PM9,Port Shelter,1995-07-12,4.8,7.5,8.5,28.3,1.2,29.5,2.2,0.07,Bottom Water,1.4,3.7,8.1,34.3,1.9,22.2,2.2,0.1,22.34215,114.3366,15,-7.300000000000001
13116,PM9,Port Shelter,1995-08-24,1.4,6.5,8.2,28.0,0.1,30.4,1.6,0.02,Bottom Water,3.1,4.5,8.0,34.4,4.1,22.7,2.2,0.05,22.34215,114.3366,15,-7.699999999999999
13117,PM9,Port Shelter,1995-09-18,1.3,5.5,8.2,31.2,0.7,28.8,1.2,0.02,Bottom Water,1.3,5.7,8.1,32.8,5.8,28.8,1.2,0.02,22.34215,114.3366,15,0.0
13126,PM9,Port Shelter,1996-06-07,2.9,4.7,8.2,33.6,3.3,26.8,0.8,0.05,Bottom Water,1.8,4.6,8.1,33.9,4.9,24.0,1.2,0.02,22.34215,114.3366,15,-2.8000000000000007
13127,PM9,Port Shelter,1996-07-11,0.5,6.1,7.9,33.6,0.9,27.3,0.6,0.01,Bottom Water,0.5,5.3,7.8,34.3,2.4,23.1,0.5,0.04,22.34215,114.3366,15,-4.199999999999999
13128,PM9,Port Shelter,1996-08-12,1.4,6.7,8.0,30.1,0.7,29.3,1.2,0.01,Bottom Water,0.7,3.7,7.8,34.4,5.8,23.2,17.0,0.11,22.34215,114.3366,15,-6.100000000000001
13129,PM9,Port Shelter,1996-09-19,0.8,6.3,8.2,30.0,0.5,28.7,1.0,0.06,Bottom Water,1.4,4.7,8.1,32.1,5.5,28.0,1.4,0.01,22.34215,114.3366,15,-0.6999999999999993
13138,PM9,Port Shelter,1997-06-11,2.5,6.6,8.1,31.8,1.3,26.0,1.8,0.07,Bottom Water,2.9,4.9,8.1,34.0,2.8,22.8,1.7,0.09,22.34215,114.3366,15,-3.1999999999999993
13139,PM9,Port Shelter,1997-07-17,1.5,7.9,8.7,20.3,1.1,28.5,1.4,0.18,Bottom Water,1.1,6.6,8.5,32.6,3.7,24.2,1.2,0.16,22.34215,114.3366,15,-4.300000000000001
13140,PM9,Port Shelter,1997-08-29,1.1,6.7,8.1,29.7,1.0,29.0,1.2,0.04,Bottom Water,1.3,6.5,8.1,30.9,4.4,27.9,1.1,0.05,22.34215,114.3366,15,-1.1000000000000014
13141,PM9,Port Shelter,1997-09-19,1.4,7.2,8.3,28.1,0.6,28.7,1.2,0.07,Bottom Water,1.2,7.0,8.3,31.0,3.6,27.6,1.1,0.07,22.34215,114.3366,15,-1.0999999999999979
13150,PM9,Port Shelter,1998-06-17,1.4,6.8,8.2,29.9,2.5,28.9,0.9,0.03,Bottom Water,1.2,6.5,8.2,33.8,4.5,26.2,1.8,0.04,22.34215,114.3366,15,-2.6999999999999993
13151,PM9,Port Shelter,1998-07-17,2.3,5.1,8.2,29.8,3.1,28.3,1.4,0.02,Bottom Water,6.9,3.3,8.3,34.8,6.3,22.4,2.5,0.09,22.34215,114.3366,15,-5.900000000000002
13152,PM9,Port Shelter,1998-08-13,3.5,6.6,8.0,28.6,4.4,29.9,1.3,0.02,Bottom Water,3.5,4.9,8.0,34.3,6.5,22.9,2.8,0.07,22.34215,114.3366,15,-7.0
13153,PM9,Port Shelter,1998-09-07,2.1,7.2,8.2,30.7,1.7,28.3,1.2,0.01,Bottom Water,54.0,2.6,8.0,33.3,3.3,25.6,8.4,0.22,22.34215,114.3366,15,-2.6999999999999993
13162,PM9,Port Shelter,1999-06-11,1.3,7.4,8.1,32.6,4.9,28.7,1.0,0.01,Bottom Water,0.8,4.6,8.0,33.6,8.3,25.6,9.6,0.08,22.34215,114.3366,15,-3.099999999999998
13163,PM9,Port Shelter,1999-07-14,1.9,7.4,8.2,33.6,3.8,28.1,0.6,0.01,Bottom Water,2.8,3.5,7.9,34.4,6.1,22.6,3.1,0.15,22.34215,114.3366,15,-5.5
13164,PM9,Port Shelter,1999-08-13,3.8,4.3,8.6,31.5,4.9,27.6,0.8,0.13,Bottom Water,1.4,2.3,8.4,34.3,7.6,23.6,3.0,0.14,22.34215,114.3366,15,-4.0
13165,PM9,Port Shelter,1999-09-06,2.0,5.2,8.4,30.7,4.4,29.3,2.3,0.01,Bottom Water,5.6,5.5,8.2,33.3,5.7,24.8,2.8,0.05,22.34215,114.3366,15,-4.5
13174,PM9,Port Shelter,2000-06-09,1.0,5.5,8.1,32.7,4.6,27.4,0.5,0.02,Bottom Water,4.8,5.0,8.1,33.9,11.7,22.4,3.7,0.06,22.34215,114.3366,15,-5.0
13175,PM9,Port Shelter,2000-07-19,1.6,6.6,8.0,31.0,4.4,28.8,1.6,0.05,Bottom Water,0.6,5.1,7.9,32.8,7.3,27.0,2.1,0.05,22.34215,114.3366,15,-1.8000000000000007
13176,PM9,Port Shelter,2000-08-21,6.9,7.9,8.4,30.4,5.7,29.9,2.8,0.05,Bottom Water,5.2,7.3,8.1,34.1,5.3,23.5,2.1,0.03,22.34215,114.3366,15,-6.399999999999999
13177,PM9,Port Shelter,2000-09-15,1.7,7.1,8.3,32.0,14.0,26.7,1.5,0.03,Bottom Water,2.3,6.9,8.3,32.3,20.8,26.5,2.7,0.03,22.34215,114.3366,15,-0.1999999999999993
13186,PM9,Port Shelter,2001-06-19,1.7,7.6,8.8,29.7,5.0,29.0,0.9,0.02,Bottom Water,6.8,3.3,8.4,33.9,8.4,23.9,3.2,0.09,22.34215,114.3366,15,-5.100000000000001
13187,PM9,Port Shelter,2001-07-30,2.9,5.1,8.6,24.2,5.3,30.1,2.2,0.01,Bottom Water,0.5,2.9,8.2,32.7,6.6,23.7,3.0,0.14,22.34215,114.3366,15,-6.400000000000002
13188,PM9,Port Shelter,2001-08-06,1.0,4.8,8.5,26.3,5.7,30.2,2.2,0.02,Bottom Water,1.0,2.3,8.0,33.9,10.0,22.7,6.9,0.14,22.34215,114.3366,15,-7.5
13189,PM9,Port Shelter,2001-09-19,0.9,7.0,8.2,31.1,5.3,28.9,0.6,0.02,Bottom Water,3.2,3.3,8.0,33.1,10.1,27.5,1.4,0.05,22.34215,114.3366,15,-1.3999999999999986
13198,PM9,Port Shelter,2002-06-07,1.7,6.9,8.2,32.6,5.3,28.8,1.3,0.02,Bottom Water,0.8,6.4,8.2,33.5,6.9,27.5,3.5,0.08,22.34215,114.3366,15,-1.3000000000000007
13199,PM9,Port Shelter,2002-07-05,0.7,6.3,8.0,32.4,5.0,27.3,0.5,0.04,Bottom Water,10.0,4.4,8.0,34.3,11.2,22.1,9.2,0.12,22.34215,114.3366,15,-5.199999999999999
13200,PM9,Port Shelter,2002-08-07,1.0,5.7,8.0,31.1,5.8,27.3,1.2,0.03,Bottom Water,1.0,4.2,8.0,33.3,15.0,24.8,8.2,0.08,22.34215,114.3366,15,-2.5
13201,PM9,Port Shelter,2002-09-13,2.8,7.2,8.5,28.9,7.4,27.7,3.4,0.03,Bottom Water,0.9,5.6,8.4,31.5,9.2,27.5,5.4,0.06,22.34215,114.3366,15,-0.1999999999999993
13210,PM9,Port Shelter,2003-06-16,3.3,6.4,8.3,29.7,4.2,26.1,1.5,0.13,Bottom Water,0.7,4.0,8.1,34.6,8.4,25.9,7.7,0.08,22.34215,114.3366,15,-0.20000000000000284
13211,PM9,Port Shelter,2003-07-16,2.8,5.9,8.4,33.9,1.9,26.3,1.5,0.04,Bottom Water,0.5,3.5,8.2,35.2,5.7,22.0,5.2,0.12,22.34215,114.3366,15,-4.300000000000001
13212,PM9,Port Shelter,2003-08-01,1.2,5.7,8.5,32.5,3.9,29.6,0.7,0.01,Bottom Water,0.8,4.3,8.3,34.8,10.3,25.3,8.2,0.07,22.34215,114.3366,15,-4.300000000000001
13213,PM9,Port Shelter,2003-09-17,0.8,4.6,8.2,31.3,6.6,29.0,1.2,0.02,Bottom Water,1.8,5.6,8.3,32.5,8.1,28.1,4.6,0.05,22.34215,114.3366,15,-0.8999999999999986
13222,PM9,Port Shelter,2004-06-23,0.7,5.7,8.2,33.7,6.6,29.4,0.5,0.02,Bottom Water,1.1,5.6,8.1,34.1,8.5,27.0,3.7,0.04,22.34215,114.3366,15,-2.3999999999999986
13223,PM9,Port Shelter,2004-07-15,1.1,5.5,8.1,33.9,6.6,29.2,0.5,0.02,Bottom Water,3.9,6.3,8.0,35.1,8.4,22.5,2.7,0.06,22.34215,114.3366,15,-6.699999999999999
13224,PM9,Port Shelter,2004-08-11,2.6,5.2,8.3,29.3,7.3,31.1,0.8,0.04,Bottom Water,1.4,7.3,8.1,34.7,10.7,23.3,5.0,0.16,22.34215,114.3366,15,-7.800000000000001
13225,PM9,Port Shelter,2004-09-03,4.3,6.1,8.4,31.6,7.3,28.8,2.6,0.05,Bottom Water,1.3,7.4,7.8,34.9,12.0,23.1,8.8,0.03,22.34215,114.3366,15,-5.699999999999999
13234,PM9,Port Shelter,2005-06-17,1.1,5.6,8.3,31.3,8.7,27.3,0.7,0.06,Bottom Water,1.3,4.6,8.2,33.9,11.2,26.1,5.4,0.06,22.34215,114.3366,15,-1.1999999999999993
13235,PM9,Port Shelter,2005-07-15,1.7,5.7,8.5,30.6,8.9,28.6,1.2,0.02,Bottom Water,3.4,3.8,8.2,34.5,10.9,21.7,2.3,0.12,22.34215,114.3366,15,-6.900000000000002
13236,PM9,Port Shelter,2005-08-15,3.0,6.0,8.3,30.8,4.5,28.7,1.2,0.04,Bottom Water,1.0,3.3,8.1,34.2,6.7,22.6,4.0,0.15,22.34215,114.3366,15,-6.099999999999998
13237,PM9,Port Shelter,2005-09-09,1.0,7.7,8.1,31.7,9.1,28.5,1.0,0.02,Bottom Water,1.3,7.7,8.1,31.8,8.9,27.6,0.8,0.03,22.34215,114.3366,15,-0.8999999999999986
13246,PM9,Port Shelter,2006-06-21,1.5,8.4,8.5,23.6,1.6,29.4,0.7,0.25,Bottom Water,5.2,4.3,8.3,34.1,5.1,23.8,2.8,0.06,22.34215,114.3366,15,-5.599999999999998
13247,PM9,Port Shelter,2006-07-20,3.6,9.5,8.1,31.5,17.1,28.7,1.0,0.03,Bottom Water,9.4,8.9,8.1,34.3,19.4,21.9,2.4,0.04,22.34215,114.3366,15,-6.800000000000001
13248,PM9,Port Shelter,2006-08-18,1.2,6.6,8.4,29.1,10.1,31.0,0.5,0.01,Bottom Water,2.2,4.6,8.2,33.2,12.1,25.8,1.8,0.12,22.34215,114.3366,15,-5.199999999999999
13249,PM9,Port Shelter,2006-09-22,1.4,6.6,8.1,32.5,9.1,27.1,0.6,0.03,Bottom Water,2.0,6.1,8.1,33.3,9.3,26.6,1.1,0.04,22.34215,114.3366,15,-0.5
13258,PM9,Port Shelter,2007-06-08,0.8,5.5,8.1,33.3,9.6,26.6,0.7,0.03,Bottom Water,1.4,4.3,8.2,34.4,9.3,23.3,1.0,0.05,22.34215,114.3366,15,-3.3000000000000007
13259,PM9,Port Shelter,2007-07-13,3.8,6.1,8.6,32.8,7.8,26.7,1.5,0.04,Bottom Water,1.0,3.5,8.4,34.4,11.7,22.7,4.8,0.13,22.34215,114.3366,15,-4.0
13260,PM9,Port Shelter,2007-08-22,5.1,5.8,8.1,32.5,8.8,26.3,1.3,0.06,Bottom Water,1.5,2.7,7.9,34.3,11.7,22.8,4.4,0.15,22.34215,114.3366,15,-3.5
13261,PM9,Port Shelter,2007-09-19,2.4,4.2,8.2,32.7,9.7,27.7,2.0,0.05,Bottom Water,1.4,3.8,8.2,33.3,12.3,27.4,6.0,0.11,22.34215,114.3366,15,-0.3000000000000007
13270,PM9,Port Shelter,2008-06-23,1.4,7.0,8.6,27.8,15.6,30.6,1.0,0.05,Bottom Water,1.5,3.9,8.4,34.1,13.7,23.7,1.3,0.04,22.34215,114.3366,15,-6.900000000000002
13271,PM9,Port Shelter,2008-07-23,1.9,6.6,8.4,31.9,5.9,29.3,1.7,0.03,Bottom Water,4.7,3.0,8.3,34.3,7.2,22.4,3.3,0.15,22.34215,114.3366,15,-6.900000000000002
13272,PM9,Port Shelter,2008-08-15,1.9,6.3,8.4,30.6,5.8,29.6,1.3,0.03,Bottom Water,1.7,4.0,8.3,33.4,9.2,24.5,3.8,0.11,22.34215,114.3366,15,-5.100000000000001
13273,PM9,Port Shelter,2008-09-29,4.7,5.3,8.1,32.3,10.3,27.3,2.7,0.03,Bottom Water,3.0,4.0,8.1,32.6,13.3,27.0,5.1,0.06,22.34215,114.3366,15,-0.3000000000000007
13282,PM9,Port Shelter,2009-06-12,2.1,4.9,8.0,31.1,0.6,27.9,0.7,0.06,Bottom Water,1.2,3.7,7.8,33.8,1.7,26.0,0.8,0.06,22.34215,114.3366,15,-1.8999999999999986
13283,PM9,Port Shelter,2009-07-20,2.2,5.4,8.3,30.6,8.8,28.0,2.0,0.02,Bottom Water,2.3,4.8,8.2,32.4,8.8,25.8,2.1,0.06,22.34215,114.3366,15,-2.1999999999999993
13284,PM9,Port Shelter,2009-08-27,2.4,7.3,8.8,29.2,7.1,29.9,0.7,0.04,Bottom Water,3.5,2.5,8.3,34.1,10.1,23.3,7.4,0.15,22.34215,114.3366,15,-6.599999999999998
13285,PM9,Port Shelter,2009-09-24,1.5,7.3,8.2,31.6,5.9,29.6,1.1,0.02,Bottom Water,1.4,7.5,8.2,31.6,6.3,29.5,1.5,0.02,22.34215,114.3366,15,-0.10000000000000142
13294,PM9,Port Shelter,2010-06-17,0.7,5.9,7.8,32.8,0.5,27.2,0.5,0.04,Bottom Water,6.4,5.0,7.8,33.2,0.8,26.6,1.0,0.03,22.34215,114.3366,15,-0.5999999999999979
13295,PM9,Port Shelter,2010-07-19,2.1,4.6,8.1,30.6,1.1,30.2,0.9,0.03,Bottom Water,1.8,4.3,8.0,34.7,2.8,23.7,2.5,0.14,22.34215,114.3366,15,-6.5
13296,PM9,Port Shelter,2010-08-20,2.2,7.2,8.5,27.7,2.0,29.3,0.7,0.17,Bottom Water,3.6,1.8,8.0,34.4,3.4,22.8,2.7,0.1,22.34215,114.3366,15,-6.5
13297,PM9,Port Shelter,2010-09-10,3.8,8.4,8.4,31.3,1.0,29.9,1.1,0.02,Bottom Water,0.5,0.7,7.8,34.0,1.9,23.7,2.6,0.07,22.34215,114.3366,15,-6.199999999999999
13306,PM9,Port Shelter,2011-06-17,3.6,4.7,8.0,31.5,0.8,26.7,0.7,0.14,Bottom Water,1.8,4.4,7.9,32.9,1.3,25.4,1.3,0.11,22.34215,114.3366,15,-1.3000000000000007
