,station,site,date,chla_surf,diss_o_surf,ph_surf,salinity_surf,turbidity_surf,temp_surf,suspended_solids_surf,nitrates_surf,depth_bott,chla_bott,diss_o_bott,ph_bott,salinity_bott,turbidity_bott,temp_bott,suspended_solids_bott,nitrates_bott,latitude,longitude,depth_m,temp_delta
14849,SM12,Southern,2012-02-20,1.8,8.0,8.0,31.7,5.1,16.1,7.1,0.3,Bottom Water,1.5,8.0,8.0,31.7,10.0,16.0,20.0,0.3,22.21435,114.0144833,7,-0.10000000000000142
14858,SM12,Southern,2012-11-09,2.4,6.2,7.8,32.3,7.2,25.2,9.3,0.26,Bottom Water,1.5,6.5,7.8,32.4,9.6,25.0,14.0,0.22,22.21435,114.0144833,7,-0.1999999999999993
14859,SM12,Southern,2012-12-07,1.7,6.9,7.7,32.6,7.2,20.2,7.3,0.32,Bottom Water,1.8,7.1,7.7,32.6,7.3,20.1,7.8,0.31,22.21435,114.0144833,7,-0.09999999999999787
14860,SM12,Southern,2013-01-04,2.9,7.4,7.7,33.5,5.3,18.5,4.4,0.11,Bottom Water,3.7,7.7,7.7,33.5,5.9,18.5,5.9,0.12,22.21435,114.0144833,7,0.0
14861,SM12,Southern,2013-02-18,3.3,7.7,7.8,31.7,2.0,19.0,1.6,0.26,Bottom Water,3.8,7.9,7.9,31.8,1.9,18.5,2.0,0.25,22.21435,114.0144833,7,-0.5
14870,SM12,Southern,2013-11-14,1.9,4.1,8.0,32.2,10.9,23.8,13.0,0.15,Bottom Water,1.3,6.3,8.0,32.4,16.1,23.9,22.0,0.15,22.21435,114.0144833,7,0.09999999999999787
14871,SM12,Southern,2013-12-14,2.6,7.1,7.9,32.9,3.3,20.1,4.4,0.12,Bottom Water,2.4,6.9,7.9,33.1,7.5,20.3,11.0,0.09,22.21435,114.0144833,7,0.1999999999999993
14872,SM12,Southern,2014-01-09,2.9,6.0,8.1,32.9,3.7,17.2,3.6,0.22,Bottom Water,2.6,7.6,8.1,33.0,3.5,17.2,4.0,0.16,22.21435,114.0144833,7,0.0
14873,SM12,Southern,2014-02-24,1.0,6.6,8.0,33.3,1.9,16.6,4.0,0.19,Bottom Water,1.5,8.1,8.0,33.2,2.0,16.5,3.2,0.18,22.21435,114.0144833,7,-0.10000000000000142
14882,SM12,Southern,2014-11-12,24.0,9.1,8.2,32.7,12.8,25.1,6.1,0.07,Bottom Water,23.0,8.1,8.1,32.9,12.1,25.0,9.4,0.09,22.21435,114.0144833,7,-0.10000000000000142
14883,SM12,Southern,2014-12-04,2.7,6.2,7.8,32.3,8.0,21.8,13.0,0.21,Bottom Water,2.6,6.4,7.8,32.3,19.9,21.8,30.0,0.24,22.21435,114.0144833,7,0.0
14884,SM12,Southern,2015-01-08,6.9,8.2,8.0,32.0,6.2,18.0,3.8,0.1,Bottom Water,7.3,8.4,8.0,32.0,5.4,18.0,2.8,0.09,22.21435,114.0144833,7,0.0
14885,SM12,Southern,2015-02-11,6.4,6.2,7.9,31.6,2.5,16.8,3.7,0.19,Bottom Water,10.0,8.2,7.9,31.9,6.3,16.7,5.9,0.16,22.21435,114.0144833,7,-0.10000000000000142
14894,SM12,Southern,2015-11-13,2.0,5.7,7.7,32.4,8.5,25.9,10.0,0.26,Bottom Water,1.7,5.8,7.8,32.8,10.5,25.7,19.0,0.19,22.21435,114.0144833,7,-0.1999999999999993
14895,SM12,Southern,2015-12-10,1.3,5.7,7.7,32.8,13.3,22.0,19.0,0.17,Bottom Water,1.2,6.4,7.7,33.0,32.3,21.8,28.0,0.17,22.21435,114.0144833,7,-0.1999999999999993
14896,SM12,Southern,2016-01-08,5.2,6.7,7.6,31.4,3.0,20.3,2.9,0.32,Bottom Water,4.6,7.8,7.6,31.6,3.0,20.2,3.6,0.29,22.21435,114.0144833,7,-0.10000000000000142
14897,SM12,Southern,2016-02-25,1.6,7.7,7.5,30.9,8.3,15.5,10.0,0.27,Bottom Water,1.8,7.9,7.5,30.9,15.3,15.5,13.0,0.28,22.21435,114.0144833,7,0.0
14906,SM12,Southern,2016-11-14,1.6,6.1,7.7,31.4,9.9,25.8,9.7,0.13,Bottom Water,2.0,6.1,7.7,31.5,7.0,25.2,12.0,0.13,22.21435,114.0144833,7,-0.6000000000000014
14907,SM12,Southern,2016-12-14,9.0,7.6,8.1,31.0,5.3,22.2,16.0,0.1,Bottom Water,9.5,7.8,8.1,31.1,5.8,22.3,20.0,0.12,22.21435,114.0144833,7,0.10000000000000142
14908,SM12,Southern,2017-01-14,0.7,6.7,8.1,30.3,4.2,19.6,23.0,0.26,Bottom Water,0.7,6.9,8.1,30.6,9.4,19.7,25.0,0.23,22.21435,114.0144833,7,0.09999999999999787
14909,SM12,Southern,2017-02-16,1.3,7.1,7.6,31.1,5.8,17.9,5.9,0.29,Bottom Water,2.3,7.6,7.6,31.1,7.6,17.2,11.0,0.27,22.21435,114.0144833,7,-0.6999999999999993
14918,SM12,Southern,2017-11-10,1.8,5.5,7.9,33.0,6.3,25.2,15.0,0.15,Bottom Water,1.5,6.2,8.0,33.0,9.0,24.9,32.0,0.12,22.21435,114.0144833,7,-0.3000000000000007
14919,SM12,Southern,2017-12-16,2.1,6.1,7.8,33.0,11.3,19.5,18.0,0.24,Bottom Water,1.7,6.9,7.8,33.1,6.5,20.2,28.0,0.21,22.21435,114.0144833,7,0.6999999999999993
14920,SM12,Southern,2018-01-15,2.1,7.5,8.1,32.0,9.8,17.4,11.0,0.17,Bottom Water,1.7,7.0,8.1,32.7,11.6,16.6,14.0,0.17,22.21435,114.0144833,7,-0.7999999999999972
14921,SM12,Southern,2018-02-21,2.6,7.4,7.6,32.4,3.9,17.2,17.0,0.22,Bottom Water,1.7,7.4,7.6,32.4,4.9,17.2,15.0,0.22,22.21435,114.0144833,7,0.0
14930,SM12,Southern,2018-11-22,1.5,5.5,7.7,32.4,5.7,23.8,11.0,0.27,Bottom Water,1.3,5.7,7.7,32.5,5.9,24.2,12.0,0.26,22.21435,114.0144833,7,0.3999999999999986
14931,SM12,Southern,2018-12-10,3.7,5.9,7.9,32.5,10.0,21.3,17.0,0.17,Bottom Water,1.9,5.4,7.9,32.6,9.5,21.8,21.0,0.15,22.21435,114.0144833,7,0.5
14932,SM12,Southern,2019-01-11,0.9,7.3,8.0,32.6,2.4,18.8,10.0,0.15,Bottom Water,0.9,7.4,8.0,32.7,4.1,18.8,15.0,0.15,22.21435,114.0144833,7,0.0
14933,SM12,Southern,2019-02-25,10.0,8.7,8.1,31.3,0.7,19.8,2.6,0.1,Bottom Water,8.2,7.8,8.0,32.4,2.0,19.5,3.0,0.09,22.21435,114.0144833,7,-0.3000000000000007
14942,SM12,Southern,2019-11-07,3.9,6.2,7.9,32.8,4.2,26.0,4.5,0.13,Bottom Water,2.8,6.6,7.9,32.9,5.1,26.0,6.1,0.1,22.21435,114.0144833,7,0.0
14943,SM12,Southern,2019-12-09,1.2,5.9,8.1,33.5,8.3,19.9,18.0,0.09,Bottom Water,1.9,6.8,8.1,33.6,5.9,19.8,22.0,0.1,22.21435,114.0144833,7,-0.09999999999999787
14944,SM12,Southern,2020-01-09,2.5,6.6,8.1,32.0,6.6,20.6,17.0,0.45,Bottom Water,2.1,6.2,8.1,32.1,8.5,20.6,28.0,0.47,22.21435,114.0144833,7,0.0
14951,SM12,Southern,2020-11-06,6.4,7.3,7.9,33.1,3.8,24.8,3.6,0.18,Bottom Water,7.3,6.6,7.8,33.1,6.0,24.3,4.8,0.18,22.21435,114.0144833,7,-0.5
14952,SM12,Southern,2021-02-19,6.8,5.6,8.0,31.4,4.1,19.4,9.6,0.14,Bottom Water,6.8,5.9,7.9,31.9,5.0,19.3,13.0,0.13,22.21435,114.0144833,7,-0.09999999999999787
14961,SM12,Southern,2021-11-04,16.0,5.8,7.7,33.0,8.3,26.5,4.4,0.16,Bottom Water,12.0,7.2,7.7,33.2,8.2,26.0,4.4,0.14,22.21435,114.0144833,7,-0.5
14962,SM12,Southern,2021-12-01,4.6,6.5,7.6,33.2,12.7,21.9,11.0,0.25,Bottom Water,4.3,5.9,7.6,33.3,12.6,21.9,6.8,0.26,22.21435,114.0144833,7,0.0
14963,SM12,Southern,2022-01-21,1.8,5.6,7.6,33.5,15.7,19.2,9.8,0.28,Bottom Water,1.8,6.4,7.6,33.5,10.5,19.2,11.0,0.28,22.21435,114.0144833,7,0.0
14964,SM12,Southern,2022-02-21,2.2,7.3,7.4,32.6,19.6,15.4,10.0,0.16,Bottom Water,2.0,6.3,7.4,32.4,9.6,16.0,10.0,0.16,22.21435,114.0144833,7,0.5999999999999996
14972,SM12,Southern,2022-11-21,17.0,8.4,7.3,32.6,74.7,24.7,9.7,0.18,Bottom Water,18.0,8.6,7.3,32.7,103.9,24.8,9.1,0.16,22.21435,114.0144833,7,0.10000000000000142
14973,SM12,Southern,2022-12-12,1.2,5.7,7.5,33.1,10.6,20.7,12.0,0.19,Bottom Water,1.0,6.4,7.5,33.1,8.1,20.7,8.0,0.19,22.21435,114.0144833,7,0.0
14976,SM13,Southern,1986-12-16,7.1,7.6,8.3,31.7,8.0,19.7,10.0,0.07,Bottom Water,5.5,8.5,8.3,31.8,15.0,19.4,19.0,0.1,22.21595,113.9620667,6,-0.3000000000000007
14977,SM13,Southern,1987-02-13,4.6,7.0,8.2,32.4,1.2,18.8,2.5,0.11,Bottom Water,5.5,7.0,8.2,32.4,6.4,18.4,6.5,0.07,22.21595,113.9620667,6,-0.40000000000000213
14982,SM13,Southern,1987-12-29,0.8,7.6,8.4,31.8,2.5,18.9,6.0,0.12,Bottom Water,1.7,7.3,8.4,31.8,7.5,17.7,6.0,0.11,22.21595,113.9620667,6,-1.1999999999999993
14983,SM13,Southern,1988-02-11,21.0,7.4,8.3,32.8,11.0,17.4,11.0,0.13,Bottom Water,20.0,7.4,8.3,32.8,9.0,17.4,19.0,0.11,22.21595,113.9620667,6,0.0
14988,SM13,Southern,1988-12-15,1.0,7.3,8.4,31.4,3.3,19.3,4.0,0.06,Bottom Water,2.5,7.3,8.4,31.4,5.0,18.9,7.0,0.07,22.21595,113.9620667,6,-0.40000000000000213
14994,SM13,Southern,1989-12-29,1.3,7.3,8.3,31.8,3.4,17.9,9.5,0.17,Bottom Water,0.9,7.2,8.3,31.8,3.5,17.9,11.0,0.15,22.21595,113.9620667,6,0.0
14995,SM13,Southern,1990-02-19,1.7,9.0,8.5,31.3,2.2,17.9,5.5,0.11,Bottom Water,2.1,8.0,8.6,31.3,4.8,17.5,7.5,0.11,22.21595,113.9620667,6,-0.3999999999999986
15000,SM13,Southern,1990-12-12,0.5,8.8,8.1,32.9,6.5,19.6,1.5,0.06,Bottom Water,1.1,8.5,8.1,32.9,11.5,19.5,0.5,0.04,22.21595,113.9620667,6,-0.10000000000000142
15001,SM13,Southern,1991-02-22,3.7,8.5,8.1,31.9,4.5,17.5,11.0,0.32,Bottom Water,3.7,8.3,8.1,32.1,5.1,17.1,4.0,0.33,22.21595,113.9620667,6,-0.3999999999999986
15006,SM13,Southern,1991-12-31,1.9,8.4,8.2,32.2,9.8,17.3,6.0,0.2,Bottom Water,0.2,8.1,8.3,31.8,8.9,17.3,6.5,0.21,22.21595,113.9620667,6,0.0
15007,SM13,Southern,1992-02-21,0.8,6.8,7.9,32.0,8.1,15.5,16.0,0.18,Bottom Water,0.3,6.8,8.0,32.0,12.0,15.4,16.0,0.2,22.21595,113.9620667,6,-0.09999999999999964
15011,SM13,Southern,1992-12-10,0.5,8.4,8.1,33.1,3.5,21.2,19.0,0.1,Bottom Water,0.7,8.2,8.1,33.1,9.2,20.6,12.0,0.47,22.21595,113.9620667,6,-0.5999999999999979
15012,SM13,Southern,1993-02-19,1.1,8.8,8.3,33.5,4.0,18.3,1.5,0.1,Bottom Water,0.5,8.1,8.2,33.5,5.6,18.1,4.0,0.03,22.21595,113.9620667,6,-0.1999999999999993
15017,SM13,Southern,1993-12-21,0.5,8.7,8.9,31.4,3.3,18.0,5.3,0.12,Bottom Water,0.4,7.9,8.2,31.4,4.3,18.0,7.4,0.12,22.21595,113.9620667,6,0.0
15018,SM13,Southern,1994-02-02,3.3,8.2,8.4,31.6,2.6,17.4,3.0,0.1,Bottom Water,2.9,8.1,8.4,31.8,3.0,17.4,5.3,0.13,22.21595,113.9620667,6,0.0
15023,SM13,Southern,1994-12-09,0.7,6.7,8.1,32.1,4.7,22.5,5.6,0.22,Bottom Water,1.1,6.4,8.2,32.5,8.2,22.3,5.3,0.18,22.21595,113.9620667,6,-0.1999999999999993
15024,SM13,Southern,1995-02-10,1.8,7.8,8.2,32.6,4.3,16.3,17.0,0.05,Bottom Water,1.5,7.9,8.3,32.6,12.3,16.2,21.0,0.04,22.21595,113.9620667,6,-0.10000000000000142
15029,SM13,Southern,1995-12-07,0.7,6.2,8.2,33.6,7.5,19.8,14.0,0.11,Bottom Water,0.5,4.0,8.2,33.7,10.3,19.6,17.0,0.15,22.21595,113.9620667,6,-0.1999999999999993
15030,SM13,Southern,1996-02-05,0.5,6.3,8.2,34.4,3.6,19.2,2.9,0.07,Bottom Water,1.1,6.4,8.2,34.4,3.6,19.2,3.6,0.06,22.21595,113.9620667,6,0.0
15035,SM13,Southern,1996-12-11,0.9,8.4,8.0,31.9,2.5,19.7,5.1,0.15,Bottom Water,1.1,7.4,8.1,32.1,3.4,19.2,6.3,0.14,22.21595,113.9620667,6,-0.5
15036,SM13,Southern,1997-02-20,1.8,7.1,8.1,32.0,2.4,16.4,6.1,0.15,Bottom Water,1.5,8.0,8.1,32.1,3.3,15.9,5.0,0.13,22.21595,113.9620667,6,-0.4999999999999982
15041,SM13,Southern,1997-12-11,2.8,6.8,8.3,32.6,6.3,20.3,9.3,0.17,Bottom Water,2.9,6.8,8.3,32.7,6.4,20.0,9.9,0.17,22.21595,113.9620667,6,-0.3000000000000007
15042,SM13,Southern,1998-02-09,1.2,7.8,7.7,33.7,5.0,17.0,6.5,0.16,Bottom Water,1.0,6.9,7.8,33.7,7.5,16.5,11.0,0.11,22.21595,113.9620667,6,-0.5
15047,SM13,Southern,1998-12-10,1.6,4.6,8.1,31.0,7.9,20.1,11.0,0.24,Bottom Water,2.0,4.7,8.1,31.0,7.9,19.9,12.0,0.24,22.21595,113.9620667,6,-0.20000000000000284
15048,SM13,Southern,1999-02-22,4.3,7.6,8.4,32.7,3.5,18.9,2.0,0.02,Bottom Water,5.2,8.2,8.4,32.7,4.2,18.4,2.5,0.02,22.21595,113.9620667,6,-0.5
15053,SM13,Southern,1999-12-16,0.6,7.2,7.9,31.2,11.5,19.7,7.5,0.14,Bottom Water,0.7,7.2,7.9,31.3,24.3,19.7,26.0,0.14,22.21595,113.9620667,6,0.0
15054,SM13,Southern,2000-01-26,9.7,7.3,8.1,31.7,6.5,17.2,2.0,0.09,Bottom Water,8.0,7.5,8.1,31.8,7.8,17.2,4.3,0.1,22.21595,113.9620667,6,0.0
15055,SM13,Southern,2000-02-16,2.1,7.5,8.1,31.7,9.0,16.6,3.7,0.11,Bottom Water,1.9,7.7,8.1,31.7,10.0,16.5,17.0,0.1,22.21595,113.9620667,6,-0.10000000000000142
15064,SM13,Southern,2000-11-23,2.2,6.5,7.8,32.9,13.7,21.2,8.4,0.15,Bottom Water,2.2,6.6,7.8,33.0,16.2,21.0,15.0,0.15,22.21595,113.9620667,6,-0.1999999999999993
15065,SM13,Southern,2000-12-22,1.3,6.4,7.9,31.9,8.7,19.8,4.2,0.16,Bottom Water,1.4,7.0,7.9,31.9,9.9,19.7,4.6,0.2,22.21595,113.9620667,6,-0.10000000000000142
15066,SM13,Southern,2001-01-05,2.1,7.7,8.0,31.6,9.0,19.2,4.4,0.19,Bottom Water,2.8,7.8,8.1,31.6,7.8,19.1,4.4,0.19,22.21595,113.9620667,6,-0.09999999999999787
15067,SM13,Southern,2001-02-23,3.8,8.0,8.5,31.8,10.3,18.3,4.0,0.22,Bottom Water,4.1,7.7,8.5,31.9,12.2,17.8,6.6,0.23,22.21595,113.9620667,6,-0.5
15076,SM13,Southern,2001-11-22,3.3,4.9,8.2,32.3,10.6,22.2,7.2,0.13,Bottom Water,1.8,5.6,8.2,32.3,11.8,21.4,8.7,0.13,22.21595,113.9620667,6,-0.8000000000000007
15077,SM13,Southern,2001-12-12,0.3,6.0,8.1,31.9,12.7,21.1,9.6,0.27,Bottom Water,0.2,5.8,8.2,32.0,15.0,21.0,29.0,0.21,22.21595,113.9620667,6,-0.10000000000000142
15078,SM13,Southern,2002-01-18,2.2,6.4,7.9,32.2,9.4,18.7,3.8,0.29,Bottom Water,1.1,7.2,7.9,32.2,10.3,18.6,4.6,0.28,22.21595,113.9620667,6,-0.09999999999999787
15079,SM13,Southern,2002-02-05,3.6,7.3,7.9,33.6,10.0,16.1,2.8,0.09,Bottom Water,4.4,8.0,7.9,33.6,9.9,16.1,2.9,0.09,22.21595,113.9620667,6,0.0
15088,SM13,Southern,2002-11-08,2.2,6.4,8.3,32.4,17.1,24.0,10.0,0.13,Bottom Water,1.4,6.4,8.3,32.4,24.7,23.8,20.0,0.16,22.21595,113.9620667,6,-0.1999999999999993
15089,SM13,Southern,2002-12-13,0.9,7.7,8.1,33.7,22.1,19.5,17.0,0.11,Bottom Water,1.0,8.4,8.1,33.7,24.5,19.5,16.0,0.11,22.21595,113.9620667,6,0.0
15090,SM13,Southern,2003-01-06,3.6,7.5,8.0,33.1,21.6,17.7,20.0,0.08,Bottom Water,3.0,7.7,8.0,33.1,30.6,17.7,25.0,0.1,22.21595,113.9620667,6,0.0
15091,SM13,Southern,2003-02-17,1.2,7.0,8.2,32.5,10.6,17.9,5.8,0.07,Bottom Water,0.8,7.1,8.3,32.5,10.7,17.8,7.8,0.07,22.21595,113.9620667,6,-0.09999999999999787
15100,SM13,Southern,2003-11-19,1.8,5.7,8.1,33.0,15.7,23.8,13.0,0.17,Bottom Water,1.3,6.0,8.1,33.0,17.3,23.6,14.0,0.17,22.21595,113.9620667,6,-0.1999999999999993
15101,SM13,Southern,2003-12-15,4.5,5.9,8.3,33.8,15.8,19.9,12.0,0.12,Bottom Water,3.6,6.7,8.3,33.8,18.3,19.6,17.0,0.13,22.21595,113.9620667,6,-0.29999999999999716
15102,SM13,Southern,2004-01-07,5.8,7.8,8.3,33.7,8.4,19.1,3.4,0.04,Bottom Water,6.7,8.2,8.3,33.6,8.3,19.1,3.7,0.04,22.21595,113.9620667,6,0.0
15103,SM13,Southern,2004-02-20,1.2,7.4,8.3,33.9,6.6,18.6,5.0,0.11,Bottom Water,1.5,7.4,8.3,33.9,9.5,18.3,8.4,0.12,22.21595,113.9620667,6,-0.3000000000000007
15112,SM13,Southern,2004-11-19,2.2,7.4,8.1,32.8,12.4,23.3,6.4,0.17,Bottom Water,1.4,7.1,8.1,32.9,12.7,23.1,8.0,0.16,22.21595,113.9620667,6,-0.1999999999999993
15113,SM13,Southern,2004-12-15,1.5,7.4,8.1,33.4,17.8,20.8,15.0,0.16,Bottom Water,0.8,7.4,8.1,33.6,29.8,20.5,36.0,0.17,22.21595,113.9620667,6,-0.3000000000000007
15114,SM13,Southern,2005-01-24,1.6,7.6,8.4,32.7,9.2,17.0,3.0,0.08,Bottom Water,1.4,7.4,8.3,32.7,9.8,16.8,3.5,0.08,22.21595,113.9620667,6,-0.1999999999999993
15115,SM13,Southern,2005-02-21,2.0,6.9,8.2,32.4,15.3,15.8,12.0,0.23,Bottom Water,1.9,6.9,8.2,32.3,17.4,15.8,14.0,0.22,22.21595,113.9620667,6,0.0
15124,SM13,Southern,2005-11-18,4.8,5.9,8.1,32.9,17.8,24.9,8.6,0.15,Bottom Water,3.8,6.7,8.1,32.9,17.9,24.9,12.0,0.15,22.21595,113.9620667,6,0.0
15125,SM13,Southern,2005-12-09,2.1,6.6,8.0,33.3,16.4,20.4,7.5,0.16,Bottom Water,2.1,6.2,8.0,33.3,17.0,20.3,8.3,0.16,22.21595,113.9620667,6,-0.09999999999999787
15126,SM13,Southern,2006-01-18,2.7,8.0,8.3,32.8,10.6,18.2,3.3,0.03,Bottom Water,3.4,7.9,8.3,32.8,11.1,18.1,6.0,0.03,22.21595,113.9620667,6,-0.09999999999999787
15127,SM13,Southern,2006-02-20,1.2,7.6,8.1,33.0,10.2,18.7,13.0,0.21,Bottom Water,1.4,8.2,8.1,33.0,16.0,18.3,36.0,0.16,22.21595,113.9620667,6,-0.3999999999999986
15136,SM13,Southern,2006-11-10,2.6,7.0,8.0,33.0,16.1,25.6,6.4,0.18,Bottom Water,2.4,7.0,8.0,33.0,20.3,25.2,9.2,0.18,22.21595,113.9620667,6,-0.40000000000000213
15137,SM13,Southern,2006-12-08,2.2,6.7,7.9,33.2,16.6,23.1,4.6,0.14,Bottom Water,1.6,6.8,7.9,33.2,19.6,22.9,6.9,0.14,22.21595,113.9620667,6,-0.20000000000000284
15138,SM13,Southern,2007-01-04,1.3,5.9,7.4,33.4,20.1,19.4,8.6,0.16,Bottom Water,1.3,6.5,7.5,33.4,22.8,19.4,15.0,0.15,22.21595,113.9620667,6,0.0
15139,SM13,Southern,2007-02-23,3.6,6.8,8.2,33.1,11.3,20.1,4.6,0.18,Bottom Water,2.5,6.8,8.2,33.1,11.8,20.0,6.0,0.16,22.21595,113.9620667,6,-0.10000000000000142
15148,SM13,Southern,2007-11-05,4.6,6.1,8.2,32.8,4.1,23.9,9.1,0.15,Bottom Water,4.6,6.1,8.2,32.7,4.1,23.7,11.0,0.15,22.21595,113.9620667,6,-0.1999999999999993
15149,SM13,Southern,2007-12-07,1.4,6.7,8.1,31.9,10.5,20.5,3.1,0.18,Bottom Water,1.9,6.8,8.1,31.9,9.9,20.3,3.8,0.18,22.21595,113.9620667,6,-0.1999999999999993
15150,SM13,Southern,2008-01-17,1.8,7.0,8.2,32.1,15.9,18.2,12.0,0.18,Bottom Water,1.8,7.0,8.2,32.1,16.8,18.2,14.0,0.18,22.21595,113.9620667,6,0.0
15151,SM13,Southern,2008-02-15,0.6,8.5,7.7,32.0,10.9,13.9,5.8,0.06,Bottom Water,0.6,8.6,7.7,32.0,11.8,13.7,7.0,0.07,22.21595,113.9620667,6,-0.20000000000000107
15160,SM13,Southern,2008-11-12,2.5,6.4,8.2,32.7,7.1,24.4,9.7,0.09,Bottom Water,1.9,6.3,8.2,32.8,13.4,24.3,16.0,0.09,22.21595,113.9620667,6,-0.09999999999999787
15161,SM13,Southern,2008-12-05,5.9,7.1,8.1,32.9,12.1,21.2,15.0,0.08,Bottom Water,4.8,7.2,8.1,32.9,13.5,21.1,20.0,0.08,22.21595,113.9620667,6,-0.09999999999999787
15162,SM13,Southern,2009-01-14,1.7,5.3,8.1,33.1,8.0,16.2,10.0,0.15,Bottom Water,2.0,6.3,8.1,33.3,24.3,16.3,32.0,0.15,22.21595,113.9620667,6,0.10000000000000142
15163,SM13,Southern,2009-02-16,15.0,6.4,8.1,31.5,2.5,20.1,3.9,0.19,Bottom Water,9.5,7.2,8.1,31.6,2.4,20.1,3.3,0.19,22.21595,113.9620667,6,0.0
15172,SM13,Southern,2009-11-19,5.3,5.1,8.0,32.7,15.5,21.1,12.0,0.11,Bottom Water,4.9,7.0,8.2,33.1,8.4,21.6,10.0,0.12,22.21595,113.9620667,6,0.5
15173,SM13,Southern,2009-12-14,3.4,7.9,8.1,32.7,5.0,21.0,5.5,0.09,Bottom Water,4.2,7.9,8.1,32.7,4.6,20.9,5.9,0.11,22.21595,113.9620667,6,-0.10000000000000142
15174,SM13,Southern,2010-01-13,2.1,8.0,7.9,32.3,3.5,17.1,3.6,0.15,Bottom Water,2.0,8.0,7.8,32.3,3.3,16.9,3.5,0.18,22.21595,113.9620667,6,-0.20000000000000284
15175,SM13,Southern,2010-02-03,2.0,7.6,7.8,31.9,4.4,18.7,5.2,0.33,Bottom Water,1.4,7.6,7.8,32.0,4.3,18.6,5.1,0.3,22.21595,113.9620667,6,-0.09999999999999787
15184,SM13,Southern,2010-11-10,3.6,6.3,7.9,32.2,6.4,23.3,4.2,0.19,Bottom Water,4.2,6.3,7.9,32.3,6.7,23.2,13.0,0.18,22.21595,113.9620667,6,-0.10000000000000142
15185,SM13,Southern,2010-12-13,2.3,6.7,8.0,32.2,4.8,20.9,6.6,0.2,Bottom Water,1.3,6.5,8.0,32.3,9.8,20.7,12.0,0.19,22.21595,113.9620667,6,-0.1999999999999993
15186,SM13,Southern,2011-01-07,1.5,6.9,7.9,33.3,5.4,17.7,8.0,0.14,Bottom Water,1.0,7.0,7.9,33.3,6.7,17.7,11.0,0.14,22.21595,113.9620667,6,0.0
15187,SM13,Southern,2011-02-11,2.1,8.0,7.8,32.2,3.8,17.0,5.7,0.14,Bottom Water,1.8,8.0,7.8,32.2,4.9,17.0,9.2,0.14,22.21595,113.9620667,6,0.0
15196,SM13,Southern,2011-11-10,0.5,6.2,7.9,32.6,11.6,24.5,15.0,0.21,Bottom Water,1.7,6.2,7.9,32.6,11.0,24.5,24.0,0.21,22.21595,113.9620667,6,0.0
15197,SM13,Southern,2011-12-09,0.9,7.0,7.8,32.1,20.3,20.6,16.0,0.21,Bottom Water,1.9,7.0,7.8,32.1,20.2,20.6,16.0,0.21,22.21595,113.9620667,6,0.0
15198,SM13,Southern,2012-01-12,7.6,8.6,8.0,31.1,8.8,17.1,13.0,0.22,Bottom Water,7.9,8.6,8.0,31.1,11.9,17.0,23.0,0.22,22.21595,113.9620667,6,-0.10000000000000142
15199,SM13,Southern,2012-02-20,2.3,8.1,8.0,31.7,4.4,16.1,5.7,0.31,Bottom Water,1.5,7.9,8.0,31.7,5.8,16.0,8.8,0.3,22.21595,113.9620667,6,-0.10000000000000142
15208,SM13,Southern,2012-11-09,1.2,6.3,7.8,32.4,4.4,25.2,4.5,0.19,Bottom Water,1.3,6.6,7.8,32.4,6.7,24.8,5.3,0.18,22.21595,113.9620667,6,-0.3999999999999986
15209,SM13,Southern,2012-12-07,1.7,6.9,7.7,33.0,6.1,21.0,11.0,0.18,Bottom Water,1.1,7.0,7.7,33.0,6.4,20.9,13.0,0.17,22.21595,113.9620667,6,-0.10000000000000142
15210,SM13,Southern,2013-01-04,2.8,7.2,7.7,33.6,3.6,19.1,3.1,0.1,Bottom Water,2.2,7.5,7.7,33.6,3.9,19.1,4.3,0.09,22.21595,113.9620667,6,0.0
15211,SM13,Southern,2013-02-18,4.4,7.9,7.9,31.7,2.0,19.1,1.4,0.23,Bottom Water,3.7,7.7,7.9,31.8,2.3,18.7,1.5,0.19,22.21595,113.9620667,6,-0.40000000000000213
15220,SM13,Southern,2013-11-14,1.4,4.4,8.0,32.2,10.7,23.8,12.0,0.2,Bottom Water,1.1,6.2,8.0,32.2,10.9,23.9,15.0,0.2,22.21595,113.9620667,6,0.09999999999999787
15221,SM13,Southern,2013-12-14,0.4,6.8,7.9,32.9,5.1,20.1,6.5,0.12,Bottom Water,1.1,6.8,7.9,32.9,5.8,20.1,7.7,0.1,22.21595,113.9620667,6,0.0
15222,SM13,Southern,2014-01-09,0.4,5.8,8.1,33.2,3.1,17.3,1.5,0.11,Bottom Water,2.1,7.7,8.1,33.2,3.8,17.3,2.5,0.08,22.21595,113.9620667,6,0.0
15223,SM13,Southern,2014-02-24,1.3,7.1,8.0,33.3,1.4,16.4,1.7,0.13,Bottom Water,2.5,8.3,8.0,33.3,1.3,16.4,2.7,0.13,22.21595,113.9620667,6,0.0
15232,SM13,Southern,2014-11-12,13.0,7.5,8.1,32.9,4.9,25.1,6.7,0.09,Bottom Water,14.0,7.1,8.1,33.0,5.9,25.0,3.7,0.1,22.21595,113.9620667,6,-0.10000000000000142
15233,SM13,Southern,2014-12-04,2.4,6.0,7.9,32.5,7.4,22.1,10.0,0.16,Bottom Water,1.4,6.3,7.9,32.5,6.7,22.1,11.0,0.17,22.21595,113.9620667,6,0.0
